제목,작성일,본문내용,링크,사진
[공고] 2025년 강원춘천 강소연구개발특구 지역특성화 육성사업 시행 통합공고,2025.07.21,"강원춘천 강소연구개발특구에서는 지역 기업의 성장 및 산업 발전 도모를 위하여 「2025년 강원춘천 강소연구개발특구」 지역특성화 육성사업을 다음과 같이 시행 및 공고하오니, 관심있는 기업 및 관계자의 많은 참여 바랍니다.
2025년 7월 21일
강원춘천 강소연구개발특구사업단장",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180586&&pageUnit=10&key=277&pageIndex=1,
2026학년도 1학기 치바대학 교환학생 파견 프로그램,2025.07.18,"2026학년도 1학기 치바대학 교환학생 파견 프로그램을 아래와 같이 운영합니다.
신청기간 : 2025. 7.21.（월） 09:00 ~ 7. 25.（금） 17:00
선발인원 : 1명 이내
※캠퍼스간 교차지원（삼척,춘천）가능
（지원금은 지원자 소속 캠퍼스에서 지원）
파견학기
- 한학기 : 2026년 1학기
※ 자세한 사항은 첨부파일 참고.
신청방법 :
○온라인 신청
K-Cloud 로그인 → 학부생서비스 → [교과] 클릭 → 국제교류 → 프로그램 신청
（ 설정: 삼척캠퍼스, 1학기, ‘교환학생’프로그램）
→ ‘2026년 1학기 일본,대만,중국 교환’ 클릭
→ [신청서 작성/확인] 클릭
→ 선택 가능한 대학 중에서 선택
・（그룹공고 지원신청） 각 대학별 희망파견기간 선택
・（어학능력 시험성적） 시험종류, 점수, 날짜 입력
※ 기간 내에 취소・수정 가능
※ 온라인 신청을 완료한 후에 학과 사무실에 서류제출
○ 지원자 제출서류（우리대학）
1） 지원신청서 1부
2） 재학증명서 및 성적증명서 국문 각1부
3） 수학계획서 1부
4） 외국어능력시험성적표 1부（해당자에 한함）
5） 동의서 각 1부
‣ 제출방법
☞제출방법 : 학과사무실로 제출
※춘천캠퍼스 지원자 : 74799@kangwon.ac.kr 로 이메일 제출※
자격 및 언어조건 : 첨부파일 참조
자세한 사항은 첨부파일을 참조 바랍니다.
문의사항 : 033-570-6291",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180548&&pageUnit=10&key=277&pageIndex=2,https://kchatsotrage.blob.core.windows.net/images/main/main_2026%ED%95%99%EB%85%84%EB%8F%841%ED%95%99%EA%B8%B0%EC%B9%98%EB%B0%94%EB%8C%80%ED%95%99%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D%ED%8C%8C%EA%B2%AC%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8_20250718_0.jpg
[교육혁신본부] 2025-1 KNU Honors Day 신청 안내,2025.07.17,"교육혁신본부에서 2025학년도 1학기 학습역량 강화 프로그램의 우수 성과 공유 및 시상을 위한 KNU Honors Day를 개최합니다!
메이저러너, 챌린지러너, 러닝코어, 각양각색, CUBE, 공모전 등을 대표하는 우수팀（자）의 성과 공유로 많은 정보를 얻을 수 있는 기회!
참여하면 비교과 마일리지뿐 아니라 도시락과 기념품도 드리니 많은 참여 바랍니다.
*2025-1 메이저러너, 챌린지러너, CUBE, 각양각색, 러닝코어, 좋은수업에세이, 지역기반 문제 팀 프로젝트 공모전에서 우수팀（자）로 선발된 학생들은 모두 참석하여 수상하시기 바랍니다.
* 삼척캠퍼스↔춘천캠퍼스 학교버스 운행 예정 （삼척캠퍼스에서 탑승）
*내용: 교육혁신본부 학습역량 강화 프로그램 우수 성과 공유 및 시상식
*대상: 2025-1 교육혁신본부 프로그램 수상자 및 강원대 구성원（재학생 및 교직원）
*일시: 2025. 8. 19.（화）
*장소: 춘천캠퍼스 글로벌경영관 2층 AMP컨퍼런스홀
*제공: 점심 도시락, 기념품, 다과, 비교과마일리지
*신청: 교육혁신본부 홈페이지를 통한 온라인 신청（https://zrr.kr/4eFWfe）
*신청 기간: ~ 2025. 8. 10.（일） 24시
*문의: 033）250-7379",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180532&&pageUnit=10&key=277&pageIndex=2,https://kchatsotrage.blob.core.windows.net/images/main/main_20251knuhonorsday%EC%8B%A0%EC%B2%AD%EC%95%88%EB%82%B4_20250717_0.jpg;https://kchatsotrage.blob.core.windows.net/images/main/main_20251knuhonorsday%EC%8B%A0%EC%B2%AD%EC%95%88%EB%82%B4_20250717_1.jpg
추가_[교양교육원] ＂대학전공도 예습이 필요하다＂ （온라인） 『수학·과학 기초 LEVEL UP』 프로그램,2025.07.17,"□ 과 목: 수학, 물리, 화학, 생명과학, 파이썬, 통계
- 수학
· 진단평가 해설 강의
· 초월함수, 역함수, 함수의 극한
· 미분계수와 미분의 응용, 적분의 응용, 수열
- 물리
· 진단평가 해설 강의
· 물체의 운동, 힘과 운동, 상대성 이론
- 화학
· 진단평가 해설 강의
· 화학 결합, 원자 분자와 이온 등
- 생명과학
· 진단평가 해설 강의
· 생물학의 이해, 세포 호흡, 유전현상의 이해
- 파이썬
· 파이썬 프로그래밍 기본 분석 처리
· 로직을 활용한 파이썬 프로그래밍 이해
-통계
· 통계 이론과 문제적용
□ 교육대상: 강원대학교 학생 누구나（삼척도계캠, 휴학생, 대학원생 모두 참가 가능）
※ 권장: 「학문기초」 과목을 수학, 과학 영역에서 이수하는 학생, 신입생, 이공자연계열 복수전공자
□ 전체일정
- 추가 모집: 2025년 7월 17일（목） ~ 7월 20일（일）
- 온라인 학습: ~ 2025년 8월 31일（일）
□ 신청방법
- 방법: K-proud ＞ 비교과프로그램 신청
※강원대 학생중심비교과통합플랫폼（K-pourd）
□ 리워드: 장학금, 비교과 마일리지
□ 문의전화: 033-250-7452",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180513&&pageUnit=10&key=277&pageIndex=2,https://kchatsotrage.blob.core.windows.net/images/main/main_%EC%B6%94%EA%B0%80%EB%8C%80%ED%95%99%EC%A0%84%EA%B3%B5%EB%8F%84%EC%98%88%EC%8A%B5%EC%9D%B4%ED%95%84%EC%9A%94%ED%95%98%EB%8B%A4%EC%98%A8%EB%9D%BC%EC%9D%B8%EC%88%98%ED%95%99%EA%B3%BC%ED%95%99%EA%B8%B0%EC%B4%88levelup%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8_20250717_0.png
[체육진흥원] 8월 테니스 1:1 개인 레슨 회원 모집,2025.07.16,"안녕하세요. 강원대학교 체육진흥원입니다! :）
8월 테니스 초급 1:1 개인 레슨 접수를 시작합니다!!
레슨은 8월 4일~14일까지 2주동안 8회, 월, 화, 수, 목 19:00~20:40 사이 20분간 1:1 개인 레슨이 제공됩니다.
강사진의 훈련과 대회 일정으로 강습 기간이 단축된 점 양해해 주시고, 참고해주시길 바랍니다.
강습은 강원대학교 학생 테니스장에서 진행되며, 소프트테니스 감독과 소속 선수가 직접 지도를 맡아
기본 자세부터 포핸드·백핸드 스트로크, 서브, 발리, 간단한 랠리와 게임까지 기초부터 실전 감각까지
초보자도 부담 없이 참여할 수 있는 맞춤형 레슨이 진행됩니다.
테니스를 처음 접하는 분들도 라켓과 테니스화만 준비하시면 누구나 참여하실 수 있습니다.
많은 관심과 신청 부탁드립니다! 감사합니다 !
자세한 사항은 포스터 내용을 참고하시고, 문의사항은 안내데스크로 연락주세요.
예약링크 : http://yeyak.kangwon.ac.kr/lecture/llist/index/KNU01/2001/L/106001",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180505&&pageUnit=10&key=277&pageIndex=2,https://kchatsotrage.blob.core.windows.net/images/main/main_8%EC%9B%94%ED%85%8C%EB%8B%88%EC%8A%A411%EA%B0%9C%EC%9D%B8%EB%A0%88%EC%8A%A8%ED%9A%8C%EC%9B%90%EB%AA%A8%EC%A7%91_20250716_0.jpg
저탄소/에너지 기술 컨소시엄 하계 공동 프로그램 참가학생 추가 모집 안내,2025.07.15,"창의융합형공학인재양성지원사업 저탄소/에너지 기술 컨소시엄에서 하계방학동안 공학대학 재학생들을 위하여 다양한 경험을 할 수 있도록 공동프로그램을 계획하였습니다. 공학대학 재학생분들의 많은 관심과 참여 바랍니다.
1. 기간 : 7월 초 ~ 8월 말（프로그램 별 상이）
2. 프로그램 : 총 5가지 프로그램 （첨부 파일 참조）
- 비대면 / 대면 프로그램
- 프로그램 별 장소 확인
3. 대상 : 삼척·도계 캠퍼스 소속 공학대학 재학생
4. 신청방법 : QR코드 신청（링크: https://forms.gle/JgPcWrgqKW9Ee95F6）
** 저탄소/에너지기술 컨소시엄 : 고려대학교, 강원대학교（삼척）, 서울대학교, 서울시립대학교, 울산대학교, 연세대학교, 이화여자대학교, 홍익대학교 등 8개 대학 구성
** 자세한 내용은 첨부파일 반드시 확인",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180458&&pageUnit=10&key=277&pageIndex=2,
2025년 2학기 초청 교환학생 도우미（Buddy 버디） 모집 공고（~7/22까지 신청）,2025.07.14,"본교에서 수학하게 될 초청 교환학생 체류활동 지원을 위해, 국제교류과에서 다음과 같이 2025년 2학기 초청 교환학생 도우미（Buddy）를 선발하고자 하오니, 관심 있는 학생들의 많은 지원바랍니다.
1. 운영목적 : 초청 교환학생 학교생활 적응 지원 및 재학생의 국제교류 기회 제공
2. 운영방법
가. 도우미 1명이 교환학생 1~2명 담당
나. 활동일지 작성 및 면담을 통한 도우미 활동 관리
다. 비교과 마일리지 부여（수료기준 충족시 해당）
3. 활동기간 : 2025년 2학기（2025. 8월 ~ 12월）
4. 선발인원 : 63명（초청 교환학생 수에 따라 변동 가능）
5. 신청기간 : 2025. 7. 15.（화） ~ 7. 22.（화） 18:00
6. 신청방법 :
1） 기존활동자: 활동 연장신청서（모집공고 첨부파일 붙임1） 작성 후 이메일（oiainfo@kangwon.ac.kr） 제출
2） 신규신청자: 온라인 신청 링크 및 영상 제출（외국어 자기소개 영상 1분 이내 포함）
- 신청링크: https://naver.me/FBa0G8m3    （*네이버 로그인 필요）
- 외국어 면접 대체로 외국어 자기소개 영상 제출 필수!  （네이버폼에 첨부 오류시 이메일 oiainfo@kangwon.ac.kr 제출）
7. 기타문의: 033-250-7193（국제교류과）
*신청 매뉴얼, 프로그램 내용 등 상세사항 붙임 계획 참고
붙임
1. 선발 안내문 1부.
2. 신청매뉴얼（신규 신청자）1부.
3. 홍보 포스터 1부.",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180399&&pageUnit=10&key=277&pageIndex=2,
[소프트웨어중심대학사업단] 강원 메타버스 캠퍼스 교육 안내,2025.07.08,"안녕하세요?
강원 메타버스 캠퍼스에서는 메타버스 교육을 실시합니다.
◎ 모집일정: ~2025.08.08.（금） 18:00
◎ 모집대상: VR·AR 제작에 관심있는 누구나（대학생, 일반인）
◎ 신청사이트: https://forms.gle/bHouxfeuQGJ6Dm8p9
◎ 문의: vrar@hallym.ac.kr
[1] 유니티로 시작하는 메타버스
- 강사: 유영제 （오르카소프트）
- 기간: 7월 14일（월） ~ 18일（금）, 18:30 ~ 21:30
- 장소: 강원대학교 서암관 1층 102호
[2] 유니티로 시작하는 증강현실과 인공지능
- 강사: 이승우 （오르카소프트）
- 기간: 7월 21일（월） ~ 25일（금）, 18:30 ~ 21:30
- 장소: 강원대학교 서암관 1층 102호
[5] 블렌더 3D 모델링
- 강사: 김완수 （（주）이제갬）
- 기간: 7월 28일（월） ~ 8월 01일（금）, 18:30 ~ 21:30
- 장소: 강원대학교 서암관 1층 102호
[4] 유니티를 이용한 나만의 2D 메타버스 공간 만들기
- 강사: 이승우 （오르카소프트）
- 기간: 8월 04일（월） ~ 08일（금）, 18:30 ~ 21:30
- 장소: 강원대학교 서암관 1층 102호
[5] 나만의 3D 캐릭터 만들고 다양하게 활용하기
- 강사: 전우형 （오르카소프트）
- 기간: 8월 11일（월） ~ 15일（금）, 18:30 ~ 21:30
- 장소: 강원대학교 서암관 1층 102호
※ 신청자가 5명 미만인 경우, 교육이 취소될 수 있습니다.",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180301&&pageUnit=10&key=277&pageIndex=2,https://kchatsotrage.blob.core.windows.net/images/main/main_%EA%B0%95%EC%9B%90%EB%A9%94%ED%83%80%EB%B2%84%EC%8A%A4%EC%BA%A0%ED%8D%BC%EC%8A%A4%EA%B5%90%EC%9C%A1%EC%95%88%EB%82%B4_20250708_0.jpg
[대학원혁신과] 2025년도 상반기 찾아가는 논문 작성 캠프 신청 안내,2025.07.08,"안녕하세요. 강원대학교 대학원혁신과 입니다.
대학원생 여러분의 논문 작성 역량을 강화하여 완성도 높은 학위 논문과 국제학술지 준비를 위한
2025년도 상반기 「찾아가는 논문 작성 캠프」를 아래와 같이 운영하오니 많은 참여 부탁드립니다.
○ 지원대상
본교에 재학 중인 대학원생 30명 내외
※ 계열별 5-6명씩 소그룹 운영
○ 운영방법
사업 안내 → 모집, 선정 → ＜사전＞ 개인별 논문 작성 단계 및 내용 파악, 개인별 지도방법 설계 → 특강（온라인） → 현장 코칭（3일간 계열별 소그룹 운영, 도제식 코칭） → ＜사후＞ 1:1 첨삭
○ 운영일정
온라인 특강
2025년 7월 23일 （수） 17:00 ~ 20:00: ＜학술적 글쓰기＞
2025년 7월 24일 （목） 17:00 ~ 20:00: ＜통계 프로그램 활용 논문 작성＞
현장 코칭 （계열별 도제식 코칭）
2025년 7월 29일 （화） ~ 7월 31일 （목）
세부 일정은 ＜붙임1＞ 참조
○ 운영장소
60주년기념관 （111호, 401호 ~ 402호, 601호 ~ 604호）
※ 장소는 상황에 따라 일부 변경될 수 있으며, 변경 시 별도 안내 예정
○ 캠프 내용
전문 컨설턴트 대면 교육: 학위 논문 및 국제저널 논문 작성 방법 강의와 도제식 코칭
계열별 소그룹 논문 작성 실습: 인문사회, 생명과학, 이공자연 등 각 전공 분야별로 독립된 공간에서 집중적으로 코칭을 진행합니다.
1:1 맞춤 첨삭 제공: 캠프 수료 후 1회 맞춤형 논문 첨삭 서비스 제공
중식 및 간식 제공
○ 신청 방법
제출서류 ＜붙임2＞
참가신청서【서식1】
개인정보 수집‧이용 동의서【서식2】
재학증명서 （BK21 참여대학원생 제외）
제출처: 담당자 이메일 （rami5553@kangwon.ac.kr）
○ 신청 마감일: 2025년 7월 10일（목）까지
논문 작성을 위한 이론적 기초와 실질적인 논문 작성 방법을 동시에 배울 수 있는 기회를 제공하오니,
논문 작성에 어려움을 겪고 있는 대학원생 여러분의 많은 참여를 바랍니다.
궁금한 사항이 있으시면 언제든지 문의해 주세요.
감사합니다.",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180288&&pageUnit=10&key=277&pageIndex=2,https://kchatsotrage.blob.core.windows.net/images/main/main_2025%EB%85%84%EB%8F%84%EC%83%81%EB%B0%98%EA%B8%B0%EC%B0%BE%EC%95%84%EA%B0%80%EB%8A%94%EB%85%BC%EB%AC%B8%EC%9E%91%EC%84%B1%EC%BA%A0%ED%94%84%EC%8B%A0%EC%B2%AD%EC%95%88%EB%82%B4_20250708_0.png;https://kchatsotrage.blob.core.windows.net/images/main/main_2025%EB%85%84%EB%8F%84%EC%83%81%EB%B0%98%EA%B8%B0%EC%B0%BE%EC%95%84%EA%B0%80%EB%8A%94%EB%85%BC%EB%AC%B8%EC%9E%91%EC%84%B1%EC%BA%A0%ED%94%84%EC%8B%A0%EC%B2%AD%EC%95%88%EB%82%B4_20250708_1.png
[교양교육원] ＂대학전공도 예습이 필요하다＂ （온라인）  『수학·과학 기초 LEVEL UP』 프로그램,2025.07.08,"□ 과 목: 수학, 물리, 화학, 생명과학, 파이썬, 통계
- 수학
· 진단평가 해설 강의
· 초월함수, 역함수, 함수의 극한
· 미분계수와 미분의 응용, 적분의 응용, 수열
- 물리
· 진단평가 해설 강의
· 물체의 운동, 힘과 운동, 상대성 이론
- 화학
· 진단평가 해설 강의
· 화학 결합, 원자 분자와 이온 등
- 생명과학
· 진단평가 해설 강의
· 생물학의 이해, 세포 호흡, 유전현상의 이해
- 파이썬
· 파이썬 프로그래밍 기본 분석 처리
· 로직을 활용한 파이썬 프로그래밍 이해
-통계
· 통계 이론과 문제적용
□ 교육대상: 강원대학교 학생 누구나（삼척도계캠, 휴학생, 대학원생 모두 참가 가능）
※ 권장: 「학문기초」 과목을 수학, 과학 영역에서 이수하는 학생, 신입생, 이공자연계열 복수전공자
□ 전체일정
- 모집: 2025년 7월 8일（화） ~ 7월 15일（화）
- 온라인 학습: ~ 2025년 8월 31일（일）
□ 신청방법
- 방법: K-proud ＞ 비교과프로그램 신청
※강원대 학생중심비교과통합플랫폼（K-pourd）
□ 리워드: 장학금, 비교과 마일리지
□ 문의전화: 033-250-7452",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180286&&pageUnit=10&key=277&pageIndex=2,https://kchatsotrage.blob.core.windows.net/images/main/main_%EB%8C%80%ED%95%99%EC%A0%84%EA%B3%B5%EB%8F%84%EC%98%88%EC%8A%B5%EC%9D%B4%ED%95%84%EC%9A%94%ED%95%98%EB%8B%A4%EC%98%A8%EB%9D%BC%EC%9D%B8%EC%88%98%ED%95%99%EA%B3%BC%ED%95%99%EA%B8%B0%EC%B4%88levelup%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8_20250708_0.png
2025학년도 하계 도파밍 리더십 캠프 모집 안내（조기마감）,2025.07.07,"많은 관심과 신청으로 이번 동계 리더십 캠프는 조기 마감되었습니다.
이번 캠프에 신청하지 못한 학생들은 2025 동계 캠프에 참여해 주시기 바랍니다.
감사합니다.
* 사 업 명: 2025학년도 하계 도파밍 리더십 캠프
* 운영내용: 공동체 활동에 필요한 멘토 역량 강화 및 리더십 향상을 위한 멘토 교육 프로그램
* 교육일시: 2025. 7. 31.（목） 10:30 ~ 8. 1.（금） 16:00, （1박 2일）  ※ 숙식 제공
* 교육장소: KT&G 상상마당 춘천 스테이
* 신청대상: 학부 재학생
* 모집인원: 50명 내외（선착순）
* 신청기간: 2025. 7. 14.（월） 0시 ~ 7. 20.（일） 24시까지
→ 2025. 7. 14.（월） 10:30 조기마감
* 신청방법: 교육혁신본부 홈페이지를 통한 온라인 접수
* 참여혜택
- 프로그램 수료 시, 활동장학금（100,000원） 지급 및 비교과 마일리지 부여
- 2025학년도 2학기 교육혁신본부 학생중심교육센터 공동체 프로그램 멘토（팀장, 가르치미） 지원 시, 선발 평정 점수에 가산점 부여（10％ 가산）
※ 대상 프로그램: 메이저러너, 챌린지러너, 러닝코어
※ 신청서 및 기타 자세한 사항은 교육혁신본부 홈페이지 공지사항에서 확인해 주시기 바랍니다.
（교육혁신본부 홈페이지: https://itl.kangwon.ac.kr/ko/community/notice/view/1728?p=1 ）",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180253&&pageUnit=10&key=277&pageIndex=2,https://kchatsotrage.blob.core.windows.net/images/main/main_2025%ED%95%99%EB%85%84%EB%8F%84%ED%95%98%EA%B3%84%EB%8F%84%ED%8C%8C%EB%B0%8D%EB%A6%AC%EB%8D%94%EC%8B%AD%EC%BA%A0%ED%94%84%EB%AA%A8%EC%A7%91%EC%95%88%EB%82%B4%EC%A1%B0%EA%B8%B0%EB%A7%88%EA%B0%90_20250707_0.png
2025학년도 1학기 성적 향상을 위한 Step up 특강 안내,2025.07.07,"▷ 프로그램명: 2025학년도 1학기 성적 향상을 위한 Step up 특강
▷ 운영대상: 2025학년도 1학기 재학생  ※ 학사경고 및 학사경고위험군 권고
▷ 운영기간: 2025. 7. 7.（월） ~ 7. 23.（수） 18시
▷ 참여방법
- e-루리（자율강좌） [2025학년도 1학기 성적 향상을 위한 Step up 특강] 수강
（ https://eruri.kangwon.ac.kr/course/view.php?id=111730 ）
- 학사경고 기록（1회） 삭제 희망자에 한하여 특강 수강 후 소감문 제출（공백 제외 500자 이상）
▷ 이수혜택
- 특강 수료자 전체: 비교과 마일리지 부여
- 학사경고 기록（1회） 삭제 희망자: 학사경고 삭제 절차[학습 프로그램] 이수 처리
※ 학사경고 기록 삭제 방법: 학사지원과 [학사경고자 관리 프로그램] 참고
▷ 문의
- 학사경고 삭제 관련: 춘천（033-250-6013） / 삼척（033-570-6210）
- Step up 특강 관련: 교육혁신본부（033-250-7385）",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180239&&pageUnit=10&key=277&pageIndex=3,https://kchatsotrage.blob.core.windows.net/images/main/main_2025%ED%95%99%EB%85%84%EB%8F%841%ED%95%99%EA%B8%B0%EC%84%B1%EC%A0%81%ED%96%A5%EC%83%81%EC%9D%84%EC%9C%84%ED%95%9Cstepup%ED%8A%B9%EA%B0%95%EC%95%88%EB%82%B4_20250707_0.png
인공지능 엔지니어 양성 교육 프로그램 참가 학생 모집 안내,2025.07.07,"삼척공학교육혁신센터에서는 지역산업과 미래 신산업분야 융합 산업 실무중심의 교육 프로그램으로써 「인공지능 엔지니어 양성 교육 프로그램」을 다음과 같이 운영하오니 학생들의 많은 관심과 참여 바랍니다.
가. 일시 : 2025. 8. 25.（월） ~ 8. 29.（금）
나. 방법 : 비대면（ZOOM） 교육
다. 주제 : 인공지능 엔지니어 양성 교육（파이썬 및 머신러닝）
라. 수강인원 : 20명（공학대학 재학생）
마. 신청기간 : 2025. 7. 31.（목）
바. 신청방법 : 온라인 접수（QR코드 참조）
사. 참가혜택 : 교육이수증 발급（80％ 이상 수료 시）
아. 세부내용 : [붙임] 자료 참고",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180235&&pageUnit=10&key=277&pageIndex=3,https://kchatsotrage.blob.core.windows.net/images/main/main_%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4%EC%96%91%EC%84%B1%EA%B5%90%EC%9C%A1%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8%EC%B0%B8%EA%B0%80%ED%95%99%EC%83%9D%EB%AA%A8%EC%A7%91%EC%95%88%EB%82%B4_20250707_0.jpg
[글로컬대학30] （교재개발비 300만원 지원） 2025학년도 （하반기） 지역 특성화 교양교과목 및 교재 개발 지원 사업 참여 신청 안내,2025.07.07,"교양교육원에서는 ＇2025학년도 （하반기） 지역 특성화 교양교과목 및 교재 개발 지원 사업＇을 다음과 같이 추진하고자 하오니, 각 학부, 학과（전공）, 부속기관 등에서는 많은 교원들이 참여할 수 있도록 안내 및 홍보 및 협조 부탁드립니다.
가. 개발 분야: 강원1도1국립대학 강원공유형（G-Share） 지역 특성화 교양교과목
나. 운영 방식: 대면 및 혼합형 등
다. 선정 과목 수: 4개 교과목
라. 참여 대상: 우리 대학 재직 중인 전임교원
※ 2026~2027학년도 4개 학기 이상 운영이 가능한 전임교원
마. 신청 제한
1） 교과목 개발 및 운영 기간 중 연구년 혹은 해외 파견 등이 예정되어 원활한 강의 개설 및 운영이 어려운 교원은 참여 불가
2） 교양교육원 주관의 교과목 개발 공모 사업에 참여하여 교과목을 개발 중이거나, 교과목 개발 후 7개 학기 미만 운영 중인 교원은 참여 불가
※ 교양교육원 주관 공모 사업: 지역 특성화, 학제 간 융복합, 학생아이디어기반 교수자 개발, SDGs
3） 강릉원주대학교와 교양교과목 교류 및 공유에 참여가 어려운 교원
바. 선정 교원 지원 사항
1） 교재 개발비 지급
2） 교재 개발 보조를 위한 근로 장학생 지원
3） 일반수용비（사무용품, 소모품 등） 및 업무추진비（회의비） 지원
사. 개발 교과목의 교육과정 편성·개설
1） 개발 교과목은 2026학년도 교양교육과정의 균형교양 영역에 편성*하며, 교양교육원의 요청에 따라 일부 교과목은 국립강릉원주대의 교양교육과정에 편성, 출강요청될 수 있음
* 통합대학 추진 상황에 따라 강원 공유형（G-Share） 교양교육과정의 글로컬교양（가칭）에 편성될 수 있음
2） 교과목은 개발 책임 교원의 소속학부 및 학과 주관으로 개설함
※ 개발 책임 교원 소속 소속 학부 및 학과로 교과목 편성 협조 요청 공문 발송 예정
3） 접수 기간: 2025.7.3.（목） ~ 8.5.（화） 18시까지
아. 접수 방법: 교과목 개발 책임 교원 소속 학과（혹은 전공）에서 공문 제출
1） 제출서류
- 개발 신청서: 참가자 인적 사항 등
- 개발 계획서: 수업 목표, 역량 설정, 수업 및 평가 방법, 주차별 수업계획 등
- 개인정보 수집, 이용 동의서: 개인정보 수집·이용 목적, 수집 항목, 보유·이용 기간
- （필독）교과목 및 교재개발 활용동의서: 저작권 및 소유권, 강좌 개설 의무 등
※공동개발인 경우, 개인정보 수집, 이용동의서와 교과목 및 교재개발 활용동의서는 참여 교원 모두 제출
※ 자세한 사항（관련 서식 등）은 붙임 참조",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180232&&pageUnit=10&key=277&pageIndex=3,https://kchatsotrage.blob.core.windows.net/images/main/main_%EA%B5%90%EC%9E%AC%EA%B0%9C%EB%B0%9C%EB%B9%84300%EB%A7%8C%EC%9B%90%EC%A7%80%EC%9B%902025%ED%95%99%EB%85%84%EB%8F%84%ED%95%98%EB%B0%98%EA%B8%B0%EC%A7%80%EC%97%AD%ED%8A%B9%EC%84%B1%ED%99%94%EA%B5%90%EC%96%91%EA%B5%90%EA%B3%BC%EB%AA%A9%EB%B0%8F%EA%B5%90%EC%9E%AC%EA%B0%9C%EB%B0%9C%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%EC%B0%B8%EC%97%AC%EC%8B%A0%EC%B2%AD%EC%95%88%EB%82%B4_20250707_0.jpg
[국립대학육성사업] 2025 남북강원도 인문학분야 기초조사연구 공모과제 공고,2025.07.04,"[ 2025 남북강원도 인문학분야 기초조사연구 공모과제 공고 ]
강원대학교 통일강원연구원에서는 아래과 같이 2025 “남북강원도 인문학분야 기초조사연구” 연구지원사업에 대해 공모과제를 공고하오니, 관심있는 분들의 많은 신청바랍니다.
1） 사 업 명 : 2025 “남북강원도 인문학분야 기초조사연구” 연구지원사업
2） 사업목적
- 남북강원도 인문·사회분야의 기초자료를 수집
- 강원권역의 기초학문 학술활동을 지원함으로써 강원도 지역학 연구기반을 마련하고 지역정체성 확립에 기여
- 강원지역에 관한 연구과제를 공개적으로 발굴, 지원함으로써 강원학연구를 활성화하고 전문인력을 육성
3） 신청기간 : 2025. 07. 27（일）까지
4） 신청제출 : 연구계획서를 통일강원연구원 메일 kius@kangwon.ac.kr로 제출
*기타 상세내용은 붙임파일을 참고하세요.
*문의 : 033-250-8031 강원대학교 통일강원연구원",https://www.kangwon.ac.kr/www/selectBbsNttView.do?bbsNo=81&nttNo=180212&&pageUnit=10&key=277&pageIndex=3,
